trial,route,mean,std,count,sem,ci_lower,ci_upper
141,Route A,0.057007334508070565,0.031604559635494814,500,0.0014133988748782475,0.0542370727133092,0.05977759630283193
142,Route A,0.055818298672448585,0.03099444174578441,500,0.0013861135733646238,0.053101516068653924,0.058535081276243246
143,Route A,0.05575792228221365,0.03271117996349683,500,0.00146288844045216,0.052890660938927414,0.058625183625499885
144,Route A,0.05523641204579809,0.03282272268880839,500,0.0014678767827760047,0.05235937355155713,0.05811345054003906
145,Route A,0.05476946940070621,0.03157584865650237,500,0.001412114880863694,0.05200172423421337,0.057537214567199055
146,Route A,0.05366200669756111,0.030024280101187895,500,0.0013427266256350078,0.051030262511316496,0.05629375088380573
147,Route A,0.05271526712879379,0.029130236109956947,500,0.0013027437628496553,0.05016188935360847,0.05526864490397911
148,Route A,0.05280748234447762,0.030736417178201504,500,0.0013745743639050165,0.05011331659122379,0.055501648097731456
149,Route A,0.05264114281167935,0.030869374143138523,500,0.0013805203801386411,0.049935322866607616,0.055346962756751085
150,Route A,0.05177558772364779,0.03021843736812754,500,0.0013514096025790602,0.04912682490259283,0.05442435054470275
151,Route A,0.050630028069972174,0.029951050534206523,500,0.0013394516998403434,0.0480047027382851,0.053255353401659246
152,Route A,0.05068659548960041,0.030215308577848227,500,0.0013512696788240226,0.048038106919105324,0.053335084060095496
153,Route A,0.0495552590839121,0.028462169579681132,500,0.0012728669193458725,0.047060439921994185,0.05205007824583001
154,Route A,0.04964625210946891,0.029104894024700324,500,0.0013016104303431473,0.04709509566599634,0.05219740855294148
155,Route A,0.049326776592992026,0.02792862636952392,500,0.0012490061416089728,0.04687872455543844,0.05177482863054561
156,Route A,0.048182900658123556,0.026923215264590766,500,0.0012040427900896987,0.04582297678954775,0.050542824526699365
157,Route A,0.04803189699264146,0.027425747785031863,500,0.0012265167276219106,0.04562792420650252,0.0504358697787804
158,Route A,0.04672393032280791,0.027272742854334,500,0.0012196741391032493,0.04433336901016554,0.04911449163545028
159,Route A,0.046023979556605074,0.02694667312345118,500,0.0012050918574300683,0.04366199951604214,0.04838595959716801
160,Route A,0.04578510456390359,0.02712890124390294,500,0.0012132413467249115,0.043407151524322764,0.04816305760348442
161,Route A,0.04476175389648628,0.026100024709115367,500,0.0011672285892801227,0.04247398586149724,0.047049521931475324
162,Route A,0.04391009270889076,0.02593570991169509,500,0.0011598802081453057,0.041636727500925966,0.04618345791685556
163,Route A,0.04375371461060231,0.02558158363064072,500,0.0011440431994041704,0.04151138993977014,0.04599603928143448
164,Route A,0.04354747364684365,0.025185286895572895,500,0.0011263202706267128,0.0413398859164153,0.045755061377272005
165,Route A,0.04307704196450469,0.024686392995438722,500,0.0011040090571415126,0.04091318421250732,0.04524089971650205
166,Route A,0.042486926235682496,0.024173853702976356,500,0.0010810876031598028,0.040367994533489285,0.044605857937875706
167,Route A,0.04246215078579385,0.023937416405817875,500,0.0010705138057825491,0.04036394372646006,0.04456035784512764
168,Route A,0.04196093677527338,0.0233513394844681,500,0.0010443036490589113,0.03991410162311791,0.04400777192742884
169,Route A,0.04113874638675869,0.022609579054188787,500,0.0010111311141564306,0.03915692940301209,0.043120563370505294
170,Route A,0.04067627203619534,0.0224492289202619,500,0.0010039600381631963,0.03870851036139547,0.042644033710995205
171,Route A,0.04068080394118721,0.02255721846310022,500,0.0010087894773361083,0.03870357656560844,0.04265803131676599
172,Route A,0.040136155884957087,0.0226161631811299,500,0.0010114255652646869,0.0381537617770383,0.04211854999287587
173,Route A,0.04014039442784067,0.02236440703689975,500,0.0010001666882196497,0.03818006771893016,0.04210072113675118
174,Route A,0.04045745867624627,0.024045829141641308,500,0.0010753621707211077,0.0383497488216329,0.04256516853085964
175,Route A,0.04046293391117702,0.02408009425916544,500,0.0010768945533619271,0.038352220586587646,0.0425736472357664
176,Route A,0.04066191633332711,0.024543335325148043,500,0.0010976113236320585,0.03851059813900827,0.042813234527645946
177,Route A,0.040258885140884694,0.024085475393852127,500,0.0010771352050210374,0.038147700139043464,0.042370070142725924
178,Route A,0.03980514166454124,0.02371544124701934,500,0.0010605867748947524,0.037726391585747525,0.04188389174333495
179,Route A,0.03979323264182701,0.023038326890084372,500,0.0010303053002817997,0.037773834253274685,0.04181263103037934
180,Route A,0.03967312496348203,0.022637451381775756,500,0.0010123776025399427,0.03768886486250374,0.04165738506446032
181,Route A,0.03894288585953474,0.02217152759810329,500,0.0009915408574874317,0.036999465778859375,0.0408863059402101
182,Route A,0.03886851592676864,0.02275827451770921,500,0.0010177809774439806,0.036873665210978436,0.040863366642558845
183,Route A,0.03793337662164078,0.021076445081991507,500,0.0009425672785474827,0.036085944755687716,0.03978080848759384
184,Route A,0.03777526813284222,0.021718113059208687,500,0.0009712635428683308,0.035871591588820285,0.03967894467686415
185,Route A,0.03798385116435144,0.02103167465640884,500,0.0009405650842477939,0.036140343599225765,0.03982735872947712
186,Route A,0.03756151679894839,0.0201944981111991,500,0.0009031254109626458,0.035791390993461604,0.039331642604435176
187,Route A,0.036988254235236405,0.019461615901108554,500,0.0008703499221373909,0.03528236838784712,0.03869414008262569
188,Route A,0.037238446763278914,0.02081055365404917,500,0.0009306762523972117,0.03541432130858038,0.039062572217977445
189,Route A,0.03776857346134429,0.021022098715751534,500,0.0009401368351626291,0.03592590526442554,0.03961124165826304
190,Route A,0.03747675907993014,0.021208392344072787,500,0.0009484681394966572,0.03561776152651669,0.039335756633343585
191,Route A,0.03737641105313772,0.021270923641619,500,0.0009512646241373492,0.03551193238982852,0.039240889716446924
192,Route A,0.03718418004422741,0.020827098469102273,500,0.0009314161590198897,0.035358604372548424,0.0390097557159064
