alpha,beta,negative_log_likelihood
0.5,0.97,193.89717973358904
0.5,0.98,195.4439181678405
0.5,0.99,196.99520721065477
0.5,1.0,198.5509111249724
0.51,0.05,186.40326168397092
0.51,0.06,180.74529622298618
0.51,0.07,175.4156837977694
0.51,0.08,170.40897188806827
0.51,0.09,165.71858337435097
0.51,0.1,161.33691607962047
0.51,0.11,157.25545826595442
0.51,0.12,153.46491558867226
0.51,0.13,149.9553448093779
0.51,0.14,146.71628969078694
0.51,0.15,143.7369148888267
0.51,0.16,141.00613424853623
0.51,0.17,138.51273062045811
0.51,0.18,136.2454650685614
0.51,0.19,134.19317407641762
0.51,0.2,132.34485402865292
0.51,0.21,130.68973281975914
0.51,0.22,129.21732890757673
0.51,0.23,127.91749848191444
0.51,0.24,126.78047166652348
0.51,0.25,125.79687882735571
0.51,0.26,124.95776813693138
0.51,0.27,124.25461555970506
0.51,0.28,123.67932839181411
0.51,0.29,123.22424342415233
0.51,0.3,122.88212071186956
0.51,0.31,122.64613383553372
0.51,0.32,122.50985743650136
0.51,0.33,122.46725270693007
0.51,0.34,122.51265141705625
0.51,0.35,122.64073897131786
0.51,0.36,122.84653690206362
0.51,0.37,123.12538513560234
0.51,0.38,123.47292430032104
0.51,0.39,123.88507829024361
0.51,0.4,124.35803724917365
0.51,0.41,124.88824109978351
0.51,0.42,125.47236370790856
0.51,0.43,126.10729774411911
0.51,0.44,126.79014028159885
0.51,0.45,127.51817915076569
0.51,0.46,128.28888005626442
0.51,0.47,129.0998744503491
0.51,0.48,129.94894814775338
0.51,0.49,130.8340306604361
0.51,0.5,131.75318522572059
0.51,0.51,132.70459949795875
0.51,0.52,133.68657687167016
0.51,0.53,134.69752840288723
0.51,0.54,135.7359652949724
0.51,0.55,136.80049191530435
0.51,0.56,137.8897993098041
0.51,0.57,139.00265918318806
0.51,0.58,140.1379183139976
0.51,0.59,141.2944933747744
0.51,0.6,142.4713661291996
0.51,0.61,143.66757897950848
0.51,0.62,144.88223083901974
0.51,0.63,146.11447330614268
0.51,0.64,147.36350711772448
0.51,0.65,148.6285788610502
0.51,0.66,149.9089779252177
0.51,0.67,151.2040336739527
0.51,0.68,152.51311282319608
0.51,0.69,153.83561700801567
0.51,0.7,155.1709805245202
0.51,0.71,156.51866823352717
0.51,0.72,157.87817361373092
0.51,0.73,159.24901695304752
0.51,0.74,160.63074366768174
0.51,0.75,162.0229227392635
0.51,0.76,163.42514526115048
0.51,0.77,164.83702308568238
0.51,0.78,166.25818756481195
0.51,0.79,167.6882883771303
0.51,0.8,169.1269924348453
0.51,0.81,170.57398286478062
0.51,0.82,172.02895805791988
0.51,0.83,173.4916307824507
0.51,0.84,174.96172735565867
0.51,0.85,176.4389868703785
0.51,0.86,177.92316047204247
0.51,0.87,179.4140106826845
0.51,0.88,180.91131076851642
0.51,0.89,182.41484414797958
0.51,0.9,183.92440383739515
0.51,0.91,185.4397919315581
0.51,0.92,186.96081911683126
0.51,0.93,188.48730421447033
0.51,0.94,190.0190737520883
0.51,0.95,191.55596156132341
0.51,0.96,193.09780839991768
0.51,0.97,194.64446159654906
0.51,0.98,196.1957747168814
0.51,0.99,197.75160724941114
0.51,1.0,199.3118243097884
0.52,0.05,186.32496325399606
0.52,0.06,180.6613116583004
0.52,0.07,175.32901039718848
0.52,0.08,170.32241996785132
0.52,0.09,165.63475917742122
0.52,0.1,161.25820902297593
0.52,0.11,157.1840327102398
0.52,0.12,153.40270709444695
0.52,0.13,149.90406064618273
0.52,0.14,146.677413202577
0.52,0.15,143.71171320133004
0.52,0.16,140.99566873299406
0.52,0.17,138.51786950118657
0.52,0.18,136.26689757237003
0.52,0.19,134.23142556167957
0.52,0.2,132.400301591795
0.52,0.21,130.76262094872968
0.52,0.22,129.30778482833628
0.52,0.23,128.02554691958431
0.52,0.24,126.90604881355543
0.52,0.25,125.93984537440217
0.52,0.26,125.11792127666716
0.52,0.27,124.43169991927898
0.52,0.28,123.87304588613895
0.52,0.29,123.43426205056883
0.52,0.3,123.1080823277922
0.52,0.31,122.88766097551841
0.52,0.32,122.7665592348605
0.52,0.33,122.73872999751497
0.52,0.34,122.79850108404702
0.52,0.35,122.94055762458736
0.52,0.36,123.15992394856659
0.52,0.37,123.451945314842
0.52,0.38,123.81226974769382
0.52,0.39,124.23683018730883
0.52,0.4,124.7218271149057
0.52,0.41,125.26371177183756
0.52,0.42,125.85917005801373
0.52,0.43,126.50510716700391
0.52,0.44,127.19863299242142
0.52,0.45,127.93704832190687
0.52,0.46,128.71783182055606
0.52,0.47,129.53862779437358
0.52,0.48,130.39723471574032
0.52,0.49,131.29159448649654
0.52,0.5,132.2197824096771
0.52,0.51,133.17999783782423
0.52,0.52,134.1705554638898
0.52,0.53,135.1898772197475
0.52,0.54,136.23648474709117
0.52,0.55,137.3089924058122
0.52,0.56,138.40610078570134
0.52,0.57,139.52659068838264
0.52,0.58,140.66931754768942
0.52,0.59,141.83320625812877
0.52,0.6,143.01724638263585
0.52,0.61,144.2204877124035
0.52,0.62,145.44203615318074
0.52,0.63,146.68104991402876
0.52,0.64,147.93673597607798
0.52,0.65,149.20834682034132
0.52,0.66,150.4951773950824
0.52,0.67,151.79656230462626
0.52,0.68,153.11187320280203
0.52,0.69,154.4405163754475
0.52,0.7,155.78193049756516
0.52,0.71,157.13558455180623
0.52,0.72,158.50097589597289
0.52,0.73,159.87762846817856
0.52,0.74,161.26509111918074
0.52,0.75,162.66293606221834
0.52,0.76,164.07075743143804
0.52,0.77,165.48816994069662
0.52,0.78,166.91480763516327
0.52,0.79,168.35032272875435
0.52,0.8,169.79438452096278
0.52,0.81,171.24667838717178
0.52,0.82,172.70690483698908
0.52,0.83,174.17477863557806
0.52,0.84,175.65002798335283
0.52,0.85,177.13239374976663
0.52,0.86,178.62162875725633
0.52,0.87,180.1174971117139
0.52,0.88,181.61977357613537
0.52,0.89,183.12824298435942
0.52,0.9,184.64269969204216
0.52,0.91,186.16294706224107
0.52,0.92,187.6887969831674
0.52,0.93,189.22006941587358
0.52,0.94,190.75659196978975
0.52,0.95,192.29819950419437
0.52,0.96,193.84473375384528
0.52,0.97,195.3960429771247
0.52,0.98,196.9519816251806
0.52,0.99,198.51241003065365
0.52,1.0,200.07719411468807
0.53,0.05,186.25089500351385
0.53,0.06,180.58226484978792
0.53,0.07,175.24793172459837
0.53,0.08,170.2420675627242
0.53,0.09,165.55768586240956
0.53,0.1,161.1867499897248
0.53,0.11,157.1202977851733
0.53,0.12,153.34857753165636
0.53,0.13,149.86119018609793
0.53,0.14,146.64723297329905
0.53,0.15,143.6954399245837
0.53,0.16,140.99431563029563
0.53,0.17,138.532259274371
0.53,0.18,136.29767684888805
0.53,0.19,134.2790802400392
0.53,0.2,132.4651725868557
0.53,0.21,130.84491991171143
0.53,0.22,129.40760949520535
0.53,0.23,128.14289581844798
0.53,0.24,127.04083513299575
0.53,0.25,126.0919098579355
0.53,0.26,125.28704406258119
0.53,0.27,124.61761128970181
0.53,0.28,124.07543592474313
0.53,0.29,123.65278923557902
0.53,0.3,123.34238110697322
0.53,0.31,123.13734838366715
0.53,0.32,123.03124062308406
0.53,0.33,123.01800394827205
0.53,0.34,123.09196358745564
0.53,0.35,123.24780559064223
0.53,0.36,123.48055812731997
0.53,0.37,123.78557269281511
0.53,0.38,124.15850548423633
0.53,0.39,124.5952991496434
0.53,0.4,125.09216506543649
0.53,0.41,125.64556625616332
0.53,0.42,126.25220103708895
0.53,0.43,126.9089874321452
0.53,0.44,127.61304839740653
0.53,0.45,128.3616978622994
0.53,0.46,129.1524275866276
0.53,0.47,129.9828948205805
0.53,0.48,130.85091074664214
0.53,0.49,131.75442967625648
0.53,0.5,132.69153896984307
0.53,0.51,133.66044964593226
0.53,0.52,134.6594876435299
0.53,0.53,135.68708570106776
0.53,0.54,136.74177581526286
0.53,0.55,137.82218224371852
0.53,0.56,138.92701501601246
0.53,0.57,140.05506391924442
0.53,0.58,141.2051929254332
0.53,0.59,142.37633502972474
0.53,0.6,143.56748747001126
0.53,0.61,144.77770730025176
0.53,0.62,146.00610729145768
0.53,0.63,147.25185213597794
0.53,0.64,148.51415493232759
0.53,0.65,149.79227392936343
0.53,0.66,151.08550951010812
0.53,0.67,152.39320139693623
0.53,0.68,153.71472606117953
0.53,0.69,155.04949432147404
0.53,0.7,156.39694911635095
0.53,0.71,157.75656343768472
0.53,0.72,159.12783841264138
0.53,0.73,160.51030152272904
0.53,0.74,161.90350494944323
0.53,0.75,163.307024036829
0.53,0.76,164.720455862032
0.53,0.77,166.14341790563358
0.53,0.78,167.57554681419725
0.53,0.79,169.01649724806703
0.53,0.8,170.46594080800133
0.53,0.81,171.9235650347378
0.53,0.82,173.3890724760556
0.53,0.83,174.8621798163211
0.53,0.84,176.34261706391118
0.53,0.85,177.83012679226363
0.53,0.86,179.32446343063475
0.53,0.87,180.82539260096536
0.53,0.88,182.3326904975177
0.53,0.89,183.8461433062227
0.53,0.9,185.36554666090356
0.53,0.91,186.89070513376484
0.53,0.92,188.42143175773464
0.53,0.93,189.95754757843275
0.53,0.94,191.49888123370792
0.53,0.95,193.04526855884174
0.53,0.96,194.5965522156582
0.53,0.97,196.1525813439174
0.53,0.98,197.71321123347994
0.53,0.99,199.2783030158547
0.53,1.0,200.84772337383393
0.54,0.05,186.18091554680987
0.54,0.06,180.50799391994596
0.54,0.07,175.17226775761688
0.54,0.08,170.1677187460299
0.54,0.09,165.4871537390569
0.54,0.1,161.12231757500413
0.54,0.11,157.06402233742926
0.54,0.12,153.30228788993838
0.54,0.13,149.82648838491102
0.54,0.14,146.62549968401927
0.54,0.15,143.68784316166935
0.54,0.16,141.00182209914513
0.54,0.17,138.5556477220758
0.54,0.18,136.3375528012176
0.54,0.19,134.33589155823168
0.54,0.2,132.53922534646608
0.54,0.21,130.93639418419804
0.54,0.22,129.51657469394902
0.54,0.23,128.26932534912234
0.54,0.24,127.18462015995442
0.54,0.25,126.25287206138796
0.54,0.26,125.46494731479021
0.54,0.27,124.81217222216682
0.54,0.28,124.28633339284545
0.54,0.29,123.87967271334716
0.54,0.3,123.58487806356936
0.54,0.31,123.39507070603325
0.54,0.32,123.30379015704615
0.54,0.33,123.30497723429583
0.54,0.34,123.39295586809658
0.54,0.35,123.56241416530311
0.54,0.36,123.80838512687788
0.54,0.37,124.12622734252693
0.54,0.38,124.51160591849543
0.54,0.39,124.96047383696491
0.54,0.4,125.46905389674055
0.54,0.41,126.03382134417308
0.54,0.42,126.65148726960908
0.54,0.43,127.3189828171942
0.54,0.44,128.03344423372363
0.54,0.45,128.79219876463904
0.54,0.46,129.59275139151424
0.54,0.47,130.43277239481466
0.54,0.48,131.31008571781408
0.54,0.49,132.22265810182233
0.54,0.5,133.1685889589177
0.54,0.51,134.14610094584054
0.54,0.52,135.1535312012994
0.54,0.53,136.1893232084265
0.54,0.54,137.2520192442906
0.54,0.55,138.34025337907235
0.54,0.56,139.45274498859453
0.54,0.57,140.58829274526343
0.54,0.58,141.74576905403273
0.54,0.59,142.92411490168104
0.54,0.6,144.12233508944155
0.54,0.61,145.33949382078563
0.54,0.62,146.57471061792785
0.54,0.63,147.8271565423382
0.54,0.64,149.09605069623152
0.54,0.65,150.3806569835989
0.54,0.66,151.68028111088995
0.54,0.67,152.9942678089072
0.54,0.68,154.32199825884052
0.54,0.69,155.66288770666833
0.54,0.7,157.01638325134738
0.54,0.71,158.38196179334986
0.54,0.72,159.75912813114397
0.54,0.73,161.14741319419352
0.54,0.74,162.54637240195234
0.54,0.75,163.955584139157
0.54,0.76,165.3746483385045
0.54,0.77,166.80318516249406
0.54,0.78,168.24083377688865
0.54,0.79,169.68725120883357
0.54,0.8,171.14211128324328
0.54,0.81,172.60510363156368
0.54,0.82,174.07593276749662
0.54,0.83,175.55431722469925
0.54,0.84,177.0399887518648
0.54,0.85,178.53269156096422
0.54,0.86,180.03218162475113
0.54,0.87,181.53822601994491
0.54,0.88,183.0506023127881
0.54,0.89,184.5690979839312
0.54,0.9,186.09350988983425
0.54,0.91,187.62364375809432
0.54,0.92,189.15931371430716
0.54,0.93,190.70034183825382
0.54,0.94,192.24655774737258
0.54,0.95,193.79779820563454
0.54,0.96,195.3539067560718
0.54,0.97,196.91473337536064
0.54,0.98,198.48013414895382
0.54,0.99,200.0499709653934
0.54,1.0,201.62411122851807
0.55,0.05,186.11489667628194
0.55,0.06,180.43835219961215
0.55,0.07,175.10185552453132
0.55,0.08,170.09919630368555
0.55,0.09,165.42297331936882
0.55,0.1,161.06471190252353
0.55,0.11,157.01499791447256
0.55,0.12,153.26362288739932
0.55,0.13,149.79973481962367
0.55,0.14,146.6119894043113
0.55,0.15,143.68869705521786
0.55,0.16,141.01796188141785
0.55,0.17,138.5878096541341
0.55,0.18,136.38630271375254
0.55,0.19,134.40164061424312
0.55,0.2,132.6222460479998
0.55,0.21,131.0368362101653
0.55,0.22,129.63448023916794
0.55,0.23,128.40464371406634
0.55,0.24,127.33722141277859
0.55,0.25,126.42255965665198
0.55,0.26,125.65146960607315
0.55,0.27,125.0152328485699
0.55,0.28,124.50560055281149
0.55,0.29,124.11478736430361
0.55,0.3,123.83546110376003
0.55,0.31,123.66072920674517
0.55,0.32,123.58412272039291
0.55,0.33,123.59957855483563
0.55,0.34,123.70142057674286
0.55,0.35,123.88434003200729
0.55,0.36,124.14337569506718
0.55,0.37,124.47389406377067
0.55,0.38,124.87156985077158
0.55,0.39,125.33236696449893
0.55,0.4,125.85252012393666
0.55,0.41,126.42851721081527
0.55,0.42,127.0570824293928
0.55,0.43,127.73516031683887
0.55,0.44,128.45990062545172
0.55,0.45,129.2286440807181
0.55,0.46,130.0389090058395
0.55,0.47,130.88837879316515
0.55,0.48,131.77489019542264
0.55,0.49,132.6964224042348
0.55,0.5,133.65108687976763
0.55,0.51,134.6371178930951
0.55,0.52,135.65286374171725
0.55,0.53,136.69677859839152
0.55,0.54,137.767414953807
0.55,0.55,138.8634166145239
0.55,0.56,139.98351221884337
0.55,0.57,141.1265092347843
0.55,0.58,142.29128840602752
0.55,0.59,143.47679861347868
0.55,0.6,144.6820521219408
0.55,0.61,145.90612018324487
0.55,0.62,147.14812896901262
0.55,0.63,148.40725580802712
0.55,0.64,149.6827257048989
0.55,0.65,150.97380811838494
0.55,0.66,152.27981397928275
0.55,0.67,153.6000929293166
0.55,0.68,154.93403076382995
0.55,0.69,156.2810470624161
0.55,0.7,157.6405929928438
0.55,0.71,159.01214927478014
0.55,0.72,160.39522429087123
0.55,0.73,161.78935233373554
0.55,0.74,163.19409197832186
0.55,0.75,164.60902456994327
0.55,0.76,166.03375281905957
0.55,0.77,167.4678994946081
0.55,0.78,168.91110620833925
0.55,0.79,170.36303228321745
0.55,0.8,171.8233536995074
0.55,0.81,173.2917621126819
0.55,0.82,174.76796393775146
0.55,0.83,176.25167949505297
0.55,0.84,177.7426422129311
0.55,0.85,179.24059788310512
0.55,0.86,180.7453039648572
0.55,0.87,182.25652893447145
0.55,0.88,183.7740516766485
0.55,0.89,185.29766091486442
0.55,0.9,186.8271546778909
0.55,0.91,188.36233979990217
0.55,0.92,189.9030314517969
0.55,0.93,191.44905270154777
0.55,0.94,193.00023410155558
0.55,0.95,194.55641330113724
0.55,0.96,196.11743468243066
0.55,0.97,197.6831490181109
0.55,0.98,199.2534131494471
0.55,0.99,200.82808968333242
0.55,1.0,202.40704670702252
0.56,0.05,186.05272223040774
0.56,0.06,180.37320690322966
0.56,0.07,175.03654759846782
0.56,0.08,170.03634005893736
0.56,0.09,165.36497348465895
0.56,0.1,161.01375264556287
0.56,0.11,156.97303665107023
0.56,0.12,153.2323887340262
0.56,0.13,149.78073133990165
0.56,0.14,146.60650114256543
0.56,0.15,143.6977992470306
0.56,0.16,141.04253268111304
0.56,0.17,138.6285442159907
0.56,0.18,136.44372849797247
0.56,0.19,134.47613334960351
0.56,0.2,132.71404586038688
0.56,0.21,131.146063510899
0.56,0.22,129.76115105210525
0.56,0.23,128.54868420081146
0.56,0.24,127.49848142764094
0.56,0.25,126.60082522546114
0.56,0.26,125.8464742749958
0.56,0.27,125.22666789086125
0.56,0.28,124.73312405376737
0.56,0.29,124.35803222861863
0.56,0.3,124.0940420462692
0.56,0.31,123.93424879836786
0.56,0.32,123.87217656715985
0.56,0.33,123.90175969022586
0.56,0.34,124.01732314708654
0.56,0.35,124.21356235219868
0.56,0.36,124.48552274790119
0.56,0.37,124.82857951137488
0.56,0.38,125.23841762124152
0.56,0.39,125.71101247126205
0.56,0.4,126.24261116978329
0.56,0.41,126.82971462310633
0.56,0.42,127.46906046779006
0.56,0.43,128.1576068900715
0.56,0.44,128.89251734916954
0.56,0.45,129.67114620440992
0.56,0.46,130.49102523310657
0.56,0.47,131.34985101633373
0.56,0.48,132.24547316252207
0.56,0.49,133.17588333375804
0.56,0.5,134.13920503631945
0.56,0.51,135.1336841350103
0.56,0.52,136.157680049964
0.56,0.53,137.20965759453225
0.56,0.54,138.2881794134604
0.56,0.55,139.3918989816187
0.56,0.56,140.5195541249608
0.56,0.57,141.6699610270457
0.56,0.58,142.84200868625322
0.56,0.59,144.03465379073103
0.56,0.6,145.24691598004833
0.56,0.61,146.47787346445693
0.56,0.62,147.72665897457992
0.56,0.63,148.99245601618375
0.56,0.64,150.27449540648254
0.56,0.65,151.57205207011378
0.56,0.66,152.88444207454646
0.56,0.67,154.21101988619895
0.56,0.68,155.5511758299782
0.56,0.69,156.90433373628306
0.56,0.7,158.26994876077143
0.56,0.71,159.64750536334338
0.56,0.72,161.03651543387215
0.56,0.73,162.4365165532112
0.56,0.74,163.8470703789304
0.56,0.75,165.2677611460753
0.56,0.76,166.69819427403993
0.56,0.77,168.13799507135454
0.56,0.78,169.58680753085784
0.56,0.79,171.04429320833427
0.56,0.8,172.51013017825466
0.56,0.81,173.98401206077492
0.56,0.82,175.46564711461642
0.56,0.83,176.95475739089187
0.56,0.84,178.4510779433251
0.56,0.85,179.9543560906921
0.56,0.86,181.46435072763182
0.56,0.87,182.9808316802894
0.56,0.88,184.50357910352997
0.56,0.89,186.03238291672037
0.56,0.9,187.56704227531569
0.56,0.91,189.1073650756942
0.56,0.92,190.65316749089243
0.56,0.93,192.20427353506872
0.56,0.94,193.76051465469354
0.56,0.95,195.32172934461192
0.56,0.96,196.88776278727454
0.56,0.97,198.45846651355285
0.56,0.98,200.0336980836802
0.56,0.99,201.61332078696236
0.56,1.0,203.19720335901084
0.57,0.05,185.99428706481314
0.57,0.06,180.31243792618656
0.57,0.07,174.97621073193977
0.57,0.08,169.97900535508182
0.57,0.09,165.3129998273761
0.57,0.1,160.96927723875694
0.57,0.11,156.9379693617366
0.57,0.12,153.20841111528202
0.57,0.13,149.76929995303718
0.57,0.14,146.60885464220132
0.57,0.15,143.7149685950349
0.57,0.16,141.0753538111257
0.57,0.17,138.67767247390165
0.57,0.18,136.50965422420776
0.57,0.19,134.559198035361
0.57,0.2,132.814458391452
0.57,0.21,131.2639161003625
0.57,0.22,129.89643455022497
0.57,0.23,128.70130255146515
0.57,0.24,127.66826511321952
0.57,0.25,126.78754360405986
0.57,0.26,126.04984676495302
0.57,0.27,125.44637399843447
0.57,0.28,124.96881227091566
0.57,0.29,124.60932785065047
0.57,0.3,124.3605539747918
0.57,0.31,124.21557540481338
0.57,0.32,124.16791069734687
0.57,0.33,124.21149289199879
0.57,0.34,124.34064920197206
0.57,0.35,124.5500801889866
0.57,0.36,124.83483881171014
0.57,0.37,125.19030965660293
0.57,0.38,125.61218859119236
0.57,0.39,126.09646302147978
0.57,0.4,126.63939288641988
0.57,0.41,127.23749248214445
0.57,0.42,127.88751317573374
0.57,0.43,128.58642704187196
0.57,0.44,129.33141143470294
0.57,0.45,130.11983449076388
0.57,0.46,130.94924154628686
0.57,0.47,131.8173424427254
0.57,0.48,132.7219996875377
0.57,0.49,133.66121743253294
0.57,0.5,134.63313122905268
0.57,0.51,135.63599851757374
0.57,0.52,136.66818980867953
0.57,0.53,137.72818051251247
0.57,0.54,138.81454337462583
0.57,0.55,139.9259414773779
0.57,0.56,141.0611217675961
0.57,0.57,142.2189090730179
0.57,0.58,143.39820057195212
0.57,0.59,144.59796068260582
0.57,0.6,145.81721634055094
0.57,0.61,147.0550526348231
0.57,0.62,148.3106087751111
0.57,0.63,149.58307436441513
0.57,0.64,150.87168595337744
0.57,0.65,152.17572385423244
0.57,0.66,153.49450919397913
0.57,0.67,154.82740118792873
0.57,0.68,156.17379461623693
0.57,0.69,157.53311748739475
0.57,0.7,158.9048288739125
0.57,0.71,160.28841690661363
0.57,0.72,161.68339691504283
0.57,0.73,163.08930970249978
0.57,0.74,164.5057199451404
0.57,0.75,165.9322147054509
0.57,0.76,167.36840205117898
0.57,0.77,168.81390977154172
0.57,0.78,170.2683841831969
0.57,0.79,171.73148901906885
0.57,0.8,173.20290439369649
0.57,0.81,174.68232583927127
0.57,0.82,176.16946340702
0.57,0.83,177.66404082901212
0.57,0.84,179.16579473587058
0.57,0.85,180.67447392623356
0.57,0.86,182.18983868414008
0.57,0.87,183.71166014082652
0.57,0.88,185.2397196776948
0.57,0.89,186.7738083674713
0.57,0.9,188.313726450815
0.57,0.91,189.8592828458392
0.57,0.92,191.41029468821864
0.57,0.93,192.9665868997312
0.57,0.94,194.5279917832452
0.57,0.95,196.09434864232108
0.57,0.96,197.66550342373884
0.57,0.97,199.24130838137822
0.57,0.98,200.82162176001268
0.57,0.99,202.40630749767473
0.57,1.0,203.9952349453554
0.58,0.05,185.93949611549294
0.58,0.06,180.25593675116397
0.58,0.07,174.92072461663616
0.58,0.08,169.92706167898393
0.58,0.09,165.26691314857888
0.58,0.1,160.9311392596229
0.58,0.11,156.90964381623186
0.58,0.12,153.19153337125343
0.58,0.13,149.7652809161267
0.58,0.14,146.61888839590603
0.58,0.15,143.7400431182246
0.58,0.16,141.11626407710202
0.58,0.17,138.73503524547158
0.58,0.18,136.58392390616373
0.58,0.19,134.65068301744085
0.58,0.2,132.92333740049293
0.58,0.21,131.3902541709273
0.58,0.22,130.04019831159133
0.58,0.23,128.8623746108067
0.58,0.24,127.84645738717386
0.58,0.25,126.98260951232591
0.58,0.26,126.26149224983327
0.58,0.27,125.67426737386863
0.58,0.28,125.21259293454952
0.58,0.29,124.86861391410218
0.58,0.3,124.63494888185438
0.58,0.31,124.50467361617461
0.58,0.32,124.47130252471717
0.58,0.33,124.52876856537821
0.58,0.34,124.67140225206509
0.58,0.35,124.89391022323488
0.58,0.36,125.19135375767287
0.58,0.37,125.55912754094106
0.58,0.38,125.99293891667989
0.58,0.39,126.48878779853946
0.58,0.4,127.04294736986495
0.58,0.41,127.65194565823363
0.58,0.42,128.31254803941027
0.58,0.43,129.02174069919968
0.58,0.44,129.7767150610712
0.58,0.45,130.5748531714081
0.58,0.46,131.41371402205155
0.58,0.47,132.29102078077057
0.58,0.48,133.20464889382774
0.58,0.49,134.1526150204234
0.58,0.5,135.13306675608092
0.58,0.51,136.14427310062487
0.58,0.52,137.1846156260186
0.58,0.53,138.25258029972574
0.58,0.54,139.34674992024975
0.58,0.55,140.4657971229263
0.58,0.56,141.60847791576575
0.58,0.57,142.77362570707095
0.58,0.58,143.96014578860513
0.58,0.59,145.16701024018687
0.58,0.6,146.39325322371585
0.58,0.61,147.63796663671985
0.58,0.62,148.90029609755453
0.58,0.63,150.1794372363554
0.58,0.64,151.47463226772598
0.58,0.65,152.78516682292152
0.58,0.66,154.1103670209896
0.58,0.67,155.4495967598987
0.58,0.68,156.80225521017874
0.58,0.69,158.16777449497368
0.58,0.7,159.54561754169325
0.58,0.71,160.93527609164462
0.58,0.72,162.33626885512365
0.58,0.73,163.74813980046594
0.58,0.74,165.17045656649884
0.58,0.75,166.60280898869425
0.58,0.76,168.0448077301252
0.58,0.77,169.49608300905413
0.58,0.78,170.95628341565404
0.58,0.79,172.42507481098025
0.58,0.8,173.9021393018721
0.58,0.81,175.38717428598568
0.58,0.82,176.87989156162595
0.58,0.83,178.38001649748966
0.58,0.84,179.88728725782022
0.58,0.85,181.4014540788433
0.58,0.86,182.9222785926844
0.58,0.87,184.44953319527605
0.58,0.88,185.9830004550407
0.58,0.89,187.52247255938846
0.58,0.9,189.06775079631043
0.58,0.91,190.61864506855426
0.58,0.92,192.17497343807096
0.58,0.93,193.7365616986035
0.58,0.94,195.30324297444287
0.58,0.95,196.87485734354541
0.58,0.96,198.4512514833259
0.58,0.97,200.03227833758467
0.58,0.98,201.61779680313055
0.58,0.99,203.2076714347805
0.58,1.0,204.80177216750448
0.59,0.05,185.88826354454665
0.59,0.06,180.20360545200097
0.59,0.07,174.86998075514373
0.59,0.08,169.8803914103309
0.59,0.09,165.22658809428228
0.59,0.1,160.89920696141297
0.59,0.11,156.88792317812175
0.59,0.12,153.18161484985367
0.59,0.13,149.76853101253698
0.59,0.14,146.6364578536243
0.59,0.15,143.772878144038
0.59,0.16,141.1651198716476
0.59,0.17,138.80049114770156
0.59,0.18,136.66639950937693
0.59,0.19,134.75045469163675
0.59,0.2,133.04055474550918
0.59,0.21,131.52495601812518
0.59,0.22,130.19232798203083
0.59,0.23,129.03179422036393
0.59,0.24,128.03296106127615
0.59,0.25,127.18593543375296
0.59,0.26,126.4813335123187
0.59,0.27,125.91028165270212
0.59,0.28,125.46441101416322
0.59,0.29,125.13584713305359
0.59,0.3,124.91719556909209
0.59,0.31,124.80152460032049
0.59,0.32,124.78234580154954
0.59,0.33,124.85359320880696
0.59,0.34,125.00960165156243
0.59,0.35,125.24508472666551
0.59,0.36,125.55511279333638
0.59,0.37,125.93509128687884
0.59,0.38,126.3807395792476
0.59,0.39,126.88807055616759
0.59,0.4,127.45337103201615
0.59,0.41,128.07318308393155
0.59,0.42,128.74428635444727
0.59,0.43,129.46368134627915
0.59,0.44,130.2285737127098
0.59,0.45,131.03635953142984
0.59,0.46,131.88461153792537
0.59,0.47,132.77106628586003
0.59,0.48,133.69361219580952
0.59,0.49,134.6502784496547
0.59,0.5,135.63922468553656
0.59,0.51,136.6587314471341
0.59,0.52,137.7071913409029
0.59,0.53,138.78310085552368
0.59,0.54,139.88505279900005
0.59,0.55,141.0117293104405
0.59,0.56,142.1618954054302
0.59,0.57,143.33439301596363
0.59,0.58,144.5281354880681
0.59,0.59,145.74210250246423
0.59,0.6,146.97533538579737
0.59,0.61,148.22693278217076
0.59,0.62,149.49604665678285
0.59,0.63,150.78187860551952
0.59,0.64,152.08367644626492
0.59,0.65,153.40073106952966
0.59,0.66,154.73237352771068
0.59,0.67,156.07797234391387
0.59,0.68,157.436931022776
0.59,0.69,158.80868574712366
0.59,0.7,160.1927032456159
0.59,0.71,161.5884788177127
0.59,0.72,162.99553450343754
0.59,0.73,164.4134173864201
0.59,0.74,165.84169801966308
0.59,0.75,167.27996896433567
0.59,0.76,168.72784343270797
0.59,0.77,170.1849540270708
0.59,0.78,171.65095156715935
0.59,0.79,173.12550399921656
0.59,0.8,174.6082953804019
0.59,0.81,176.0990249327663
0.59,0.82,177.59740616148804
0.59,0.83,179.1031660325057
0.59,0.84,180.61604420507027
0.59,0.85,182.13579231511628
0.59,0.86,183.66217330567122
0.59,0.87,185.19496080083712
0.59,0.88,186.73393852015332
0.59,0.89,188.2788997304025
0.59,0.9,189.82964673215957
0.59,0.91,191.38599037859385
0.59,0.92,192.94774962423165
0.59,0.93,194.51475110156662
0.59,0.94,196.0868287235696
0.59,0.95,197.66382331029402
0.59,0.96,199.2455822379266
0.59,0.97,200.83195910873732
0.59,0.98,202.42281344052327
0.59,0.99,204.01801037422402
0.59,1.0,205.61742039850753
0.6,0.05,185.84051195991498
0.6,0.06,180.15535578495107
0.6,0.07,174.82388143290737
0.6,0.08,169.8388886833875
0.6,0.09,165.1919119159748
0.6,0.1,160.87336194116742
