alpha,beta,negative_log_likelihood
0.14,0.09,181.27766288963235
0.14,0.1,177.68520074721474
0.14,0.11,174.23012692757754
0.14,0.12,170.91215555998713
0.14,0.13,167.73076423839547
0.14,0.14,164.68519860696816
0.14,0.15,161.77447880197465
0.14,0.16,158.99740761531365
0.14,0.17,156.35258021673556
0.14,0.18,153.83839524935362
0.14,0.19,151.4530670967144
0.14,0.2,149.19463910964672
0.14,0.21,147.06099757714458
0.14,0.22,145.04988622726174
0.14,0.23,143.1589210507823
0.14,0.24,141.38560525154182
0.14,0.25,139.72734414188542
0.14,0.26,138.18145981899164
0.14,0.27,136.7452054768322
0.14,0.28,135.41577922859608
0.14,0.29,134.19033733475345
0.14,0.3,133.06600675199834
0.14,0.31,132.03989693755406
0.14,0.32,131.1091108613882
0.14,0.33,130.27075519547117
0.14,0.34,129.52194966413464
0.14,0.35,128.85983555274757
0.14,0.36,128.28158338329013
0.14,0.37,127.7843997750076
0.14,0.38,127.36553351623331
0.14,0.39,127.02228087978911
0.14,0.4,126.75199021924803
0.14,0.41,126.55206588689586
0.14,0.42,126.41997151663558
0.14,0.43,126.35323271646587
0.14,0.44,126.3494392156985
0.14,0.45,126.40624651188264
0.14,0.46,126.52137706161622
0.14,0.47,126.69262105815534
0.14,0.48,126.91783683708931
0.14,0.49,127.1949509494252
0.14,0.5,127.5219579392989
0.14,0.51,127.89691986127103
0.14,0.52,128.31796556983085
0.14,0.53,128.78328981137437
0.14,0.54,129.29115214657102
0.14,0.55,129.83987572873707
0.14,0.56,130.42784596159888
0.14,0.57,131.0535090576845
0.14,0.58,131.71537051654815
0.14,0.59,132.41199354009316
0.14,0.6,133.14199740046192
0.14,0.61,133.90405577425884
0.14,0.62,134.69689505531395
0.14,0.63,135.51929265674184
0.14,0.64,136.37007531171952
0.14,0.65,137.24811738119448
0.14,0.66,138.15233917561267
0.14,0.67,139.0817052967628
0.14,0.68,140.03522300490877
0.14,0.69,141.01194061557055
0.14,0.7,142.01094592957293
0.14,0.71,143.03136469932417
0.14,0.72,144.07235913369922
0.14,0.73,145.13312644338296
0.14,0.74,146.21289742806755
0.14,0.75,147.31093510649714
0.14,0.76,148.42653338999037
0.14,0.77,149.5590157997732
0.14,0.78,150.7077342281784
0.14,0.79,151.87206774354013
0.14,0.8,153.0514214384158
0.14,0.81,154.2452253205961
0.14,0.82,155.45293324622583
0.14,0.83,156.67402189424064
0.14,0.84,157.90798978122314
0.14,0.85,159.1543563157121
0.14,0.86,160.41266089092676
0.14,0.87,161.68246201482972
0.14,0.88,162.9633364764118
0.14,0.89,164.25487854705796
0.14,0.9,165.5566992158426
0.14,0.91,166.86842545759356
0.14,0.92,168.18969953256325
0.14,0.93,169.5201783165605
0.14,0.94,170.8595326603935
0.14,0.95,172.20744677750943
0.14,0.96,173.5636176587197
0.14,0.97,174.9277545129319
0.14,0.98,176.2995782328323
0.14,0.99,177.67882088448826
0.14,1.0,179.06522521987205
0.15,0.05,196.22531406821852
0.15,0.06,191.95187827450786
0.15,0.07,187.82305188487592
0.15,0.08,183.8394537471708
0.15,0.09,180.0014398684855
0.15,0.1,176.30910018543779
0.15,0.11,172.7622577243311
0.15,0.12,169.3604701572751
0.15,0.13,166.10303370971778
0.15,0.14,162.98898932642498
0.15,0.15,160.01713095847722
0.15,0.16,157.18601579492008
0.15,0.17,154.4939762304662
0.15,0.18,151.93913333590788
0.15,0.19,149.51941158105174
0.15,0.2,147.2325545510298
0.15,0.21,145.07614139539524
0.15,0.22,143.04760375484128
0.15,0.23,141.1442429217821
0.15,0.24,139.3632470074037
0.15,0.25,137.70170790798852
0.15,0.26,136.15663788627154
0.15,0.27,134.72498560820415
0.15,0.28,133.40365150083952
0.15,0.29,132.18950232225072
0.15,0.3,131.0793848587642
0.15,0.31,130.070138687762
0.15,0.32,129.1586079654739
0.15,0.33,128.34165221826524
0.15,0.34,127.61615613276099
0.15,0.35,126.97903835467173
0.15,0.36,126.42725931843762
0.15,0.37,125.95782813985046
0.15,0.38,125.56780861181129
0.15,0.39,125.25432434947669
0.15,0.4,125.01456313546026
0.15,0.41,124.84578051865346
0.15,0.42,124.7453027218423
0.15,0.43,124.71052891379729
0.15,0.44,124.73893290109773
0.15,0.45,124.82806429378128
0.15,0.46,124.97554919715166
0.15,0.47,125.17909047985208
0.15,0.48,125.43646766575364
0.15,0.49,125.74553649441822
0.15,0.5,126.10422819195706
0.15,0.51,126.51054849109953
0.15,0.52,126.9625764362694
0.15,0.53,127.45846300648964
0.15,0.54,127.99642958603576
0.15,0.55,128.5747663099695
0.15,0.56,129.19183030901831
0.15,0.57,129.84604387575558
0.15,0.58,130.5358925716682
0.15,0.59,131.25992329250013
0.15,0.6,132.01674230722102
0.15,0.61,132.805013284084
0.15,0.62,133.62345531551748
0.15,0.63,134.4708409520204
0.15,0.64,135.34599425380347
0.15,0.65,136.24778886762476
0.15,0.66,137.17514613510735
0.15,0.67,138.12703323778115
0.15,0.68,139.10246138316035
0.15,0.69,140.10048403533986
0.15,0.7,141.12019519285874
0.15,0.71,142.1607277159313
0.15,0.72,143.22125170457727
0.15,0.73,144.30097292869047
0.15,0.74,145.39913131064455
0.15,0.75,146.51499946066886
0.15,0.76,147.64788126490316
0.15,0.77,148.7971105257661
0.15,0.78,149.96204965403788
0.15,0.79,151.1420884118703
0.15,0.8,152.336642705765
0.15,0.81,153.54515342843888
0.15,0.82,154.7670853483815
0.15,0.83,156.0019260458275
0.15,0.84,157.2491848938082
0.15,0.85,158.5083920828886
0.15,0.86,159.77909768817446
0.15,0.87,161.0608707771526
0.15,0.88,162.3532985569116
0.15,0.89,163.65598555930575
0.15,0.9,164.9685528626227
0.15,0.91,166.29063734833548
0.15,0.92,167.6218909915463
0.15,0.93,168.9619801837454
0.15,0.94,170.31058508655164
0.15,0.95,171.66739901512346
0.15,0.96,173.03212784997348
0.15,0.97,174.40448947594828
0.15,0.98,175.78421324718715
0.15,0.99,177.17103947689685
0.15,1.0,178.56471895083496
0.16,0.05,195.4970943428791
0.16,0.06,191.10314563943095
0.16,0.07,186.86215158573748
0.16,0.08,182.77466033033238
0.16,0.09,178.84092830859763
0.16,0.1,175.0609174813333
0.16,0.11,171.43429535372817
0.16,0.12,167.96043776380102
0.16,0.13,164.63843436832434
0.16,0.14,161.46709669655473
0.16,0.15,158.44496858999855
0.16,0.16,155.5703388017821
0.16,0.17,152.84125549331335
0.16,0.18,150.2555423396488
0.16,0.19,147.81081593863908
0.16,0.2,145.50450421229365
0.16,0.21,143.33386549126402
0.16,0.22,141.29600798391303
0.16,0.23,139.38790934885895
0.16,0.24,137.60643611281205
0.16,0.25,135.94836270250002
0.16,0.26,134.41038988911347
0.16,0.27,132.9891624747031
0.16,0.28,131.68128608115583
0.16,0.29,130.4833429328043
0.16,0.3,129.3919065525844
0.16,0.31,128.40355531837298
0.16,0.32,127.51488485027687
0.16,0.33,126.722519220977
0.16,0.34,126.02312099963922
0.16,0.35,125.41340015539484
0.16,0.36,124.89012185907852
0.16,0.37,124.45011323194986
0.16,0.38,124.090269097741
0.16,0.39,123.80755679980788
0.16,0.4,123.59902014868639
0.16,0.41,123.46178256721896
0.16,0.42,123.3930495008822
0.16,0.43,123.39011016026328
0.16,0.44,123.45033866099925
0.16,0.45,123.57119462413964
0.16,0.46,123.75022329698186
0.16,0.47,123.98505525110794
0.16,0.48,124.27340571078068
0.16,0.49,124.61307356111752
0.16,0.5,125.0019400816705
0.16,0.51,125.43796744726045
0.16,0.52,125.91919703420928
0.16,0.53,126.44374756652914
0.16,0.54,127.00981313320524
0.16,0.55,127.615661104454
0.16,0.56,128.25962997179644
0.16,0.57,128.9401271339346
0.16,0.58,129.65562664779333
0.16,0.59,130.40466696165657
0.16,0.6,131.1858486451152
0.16,0.61,131.9978321285204
0.16,0.62,132.83933546280474
0.16,0.63,133.70913210888546
0.16,0.64,134.6060487643818
0.16,0.65,135.52896323405426
0.16,0.66,136.47680234919528
0.16,0.67,137.4485399401624
0.16,0.68,138.44319486531614
0.16,0.69,139.45982909883006
0.16,0.7,140.49754587912244
0.16,0.71,141.55548791905818
0.16,0.72,142.6328356785308
0.16,0.73,143.7288056995873
0.16,0.74,144.84264900386498
0.16,0.75,145.97364955178395
0.16,0.76,147.1211227626666
0.16,0.77,148.2844140947167
0.16,0.78,149.46289768361706
0.16,0.79,150.65597503834147
0.16,0.8,151.86307379266466
0.16,0.81,153.08364651075826
0.16,0.82,154.3171695451959
0.16,0.83,155.56314194563848
0.16,0.84,156.82108441645136
0.16,0.85,158.0905383214761
0.16,0.86,159.3710647341959
0.16,0.87,160.662243531529
0.16,0.88,161.96367252951194
0.16,0.89,163.2749666591603
0.16,0.9,164.59575718082533
0.16,0.91,165.92569093540362
0.16,0.92,167.2644296308027
0.16,0.93,168.61164916210444
0.16,0.94,169.96703896392282
0.16,0.95,171.33030139349614
0.16,0.96,172.70115114310775
0.16,0.97,174.0793146804783
0.16,0.98,175.4645297158251
0.16,0.99,176.85654469433499
0.16,1.0,178.25511831284638
0.17,0.05,194.82752777166124
0.17,0.06,190.32444120822555
0.17,0.07,185.98249122859724
0.17,0.08,181.802134224334
0.17,0.09,177.78350540526748
0.17,0.1,173.9264167474127
0.17,0.11,170.2303581368238
0.17,0.12,166.69450167452518
0.17,0.13,163.3177090351178
0.17,0.14,160.0985417041366
0.17,0.15,157.03527385935152
0.17,0.16,154.12590761110172
0.17,0.17,151.3681902779092
0.17,0.18,148.75963334686128
0.17,0.19,146.29753275370584
0.17,0.2,143.97899011478177
0.17,0.21,141.80093455082428
0.17,0.22,139.76014475992156
0.17,0.23,137.85327102179784
0.17,0.24,136.0768568463755
0.17,0.25,134.42736001440386
0.17,0.26,132.90117279512188
0.17,0.27,131.49464116391187
0.17,0.28,130.20408288032604
0.17,0.29,129.02580432268132
0.17,0.3,127.95611600873418
0.17,0.31,126.99134676219792
0.17,0.32,126.12785651165774
0.17,0.33,125.3620477315847
0.17,0.34,124.69037555465029
0.17,0.35,124.10935660047515
0.17,0.36,123.61557657853486
0.17,0.37,123.20569673246092
0.17,0.38,122.87645919971334
0.17,0.39,122.62469136492764
0.17,0.4,122.44730928746274
0.17,0.41,122.34132028414868
0.17,0.42,122.30382474725533
0.17,0.43,122.33201727557267
0.17,0.44,122.42318719345236
0.17,0.45,122.57471852896096
0.17,0.46,122.78408951811242
0.17,0.47,123.0488716976672
0.17,0.48,123.36672864434031
0.17,0.49,123.7354144135651
0.17,0.5,124.15277172631653
0.17,0.51,124.61672994796342
0.17,0.52,125.12530289876821
0.17,0.53,125.67658653150356
0.17,0.54,126.26875650775968
0.17,0.55,126.90006570086328
0.17,0.56,127.56884164996042
0.17,0.57,128.2734839866976
0.17,0.58,129.01246185309463
0.17,0.59,129.78431132661478
0.17,0.6,130.5876328660959
0.17,0.61,131.42108879009896
0.17,0.62,132.28340079734488
0.17,0.63,133.17334753722682
0.17,0.64,134.08976223689564
0.17,0.65,135.03153039009564
0.17,0.66,135.99758751177313
0.17,0.67,136.98691696146582
0.17,0.68,137.99854783760412
0.17,0.69,139.0315529440881
0.17,0.7,140.08504682985708
0.17,0.71,141.1581839015999
0.17,0.72,142.2501566092871
0.17,0.73,143.3601937038014
0.17,0.74,144.48755856561525
0.17,0.75,145.63154760318483
0.17,0.76,146.79148871951176
0.17,0.77,147.96673984514598
0.17,0.78,149.15668753576057
0.17,0.79,150.36074563233413
0.17,0.8,151.57835398189
0.17,0.81,152.80897721670414
0.17,0.82,154.05210358985494
0.17,0.83,155.30724386498608
0.17,0.84,156.57393025815372
0.17,0.85,157.85171542965375
0.17,0.86,159.14017152374666
0.17,0.87,160.43888925424338
0.17,0.88,161.74747703395434
0.17,0.89,163.0655601460586
0.17,0.9,164.39277995550344
0.17,0.91,165.72879315860354
0.17,0.92,167.0732710690689
0.17,0.93,168.42589893875535
0.17,0.94,169.78637531148914
0.17,0.95,171.1544114083908
0.17,0.96,172.52973054317343
0.17,0.97,173.91206756596466
0.17,0.98,175.3011683342587
0.17,0.99,176.69678920966246
0.17,1.0,178.09869657916758
0.18,0.05,194.2108298559935
0.18,0.06,189.60871166351131
0.18,0.07,185.1757160901985
0.18,0.08,180.91218922075643
0.18,0.09,176.8181261549713
0.18,0.1,172.89316990965662
0.18,0.11,169.13661395179813
0.18,0.12,165.54740829649623
0.18,0.13,162.12416901850895
0.18,0.14,158.86519094848578
0.18,0.15,155.76846325741428
0.18,0.16,152.83168757783577
0.18,0.17,150.05229826955832
0.18,0.18,147.42748441164264
0.18,0.19,144.95421309121278
0.18,0.2,142.62925356227328
0.18,0.21,140.44920186272483
0.18,0.22,138.41050550325255
0.18,0.23,136.50948787552562
0.18,0.24,134.74237206695952
0.18,0.25,133.10530381290215
0.18,0.26,131.5943733624965
0.18,0.27,130.20563607981939
0.18,0.28,128.93513164572386
0.18,0.29,127.77890176691243
0.18,0.3,126.73300633630538
0.18,0.31,125.79353802215837
0.18,0.32,124.9566352923291
0.18,0.33,124.2184939045136
0.18,0.34,123.57537691326478
0.18,0.35,123.02362326040372
0.18,0.36,122.55965502735972
0.18,0.37,122.17998343643478
0.18,0.38,121.88121369338432
0.18,0.39,121.66004876648923
0.18,0.4,121.51329219786606
0.18,0.41,121.43785004154871
0.18,0.42,121.43073202020551
0.18,0.43,121.48905198860078
0.18,0.44,121.61002778732583
0.18,0.45,121.79098056518393
0.18,0.46,122.02933364311988
0.18,0.47,122.32261098690775
0.18,0.48,122.66843535011265
0.18,0.49,123.064526143209
0.18,0.5,123.50869707928722
0.18,0.51,123.99885364155058
0.18,0.52,124.53299041286064
0.18,0.53,125.10918830295579
0.18,0.54,125.72561170465717
0.18,0.55,126.38050560640787
0.18,0.56,127.0721926848522
0.18,0.57,127.79907039785407
0.18,0.58,128.5596080953605
0.18,0.59,129.3523441628235
0.18,0.6,130.175883209486
0.18,0.61,131.0288933116948
0.18,0.62,131.9101033194999
0.18,0.63,132.81830023313663
0.18,0.64,133.75232665450747
0.18,0.65,134.71107831751252
0.18,0.66,135.693501699962
0.18,0.67,136.69859171884596
0.18,0.68,137.7253895099208
0.18,0.69,138.77298029186858
0.18,0.7,139.8404913146977
0.18,0.71,140.92708989155713
0.18,0.72,142.03198151272662
0.18,0.73,143.15440804021048
0.18,0.74,144.29364598109137
0.18,0.75,145.44900483758
0.18,0.76,146.61982553154274
0.18,0.77,147.80547890115218
0.18,0.78,149.00536426722604
0.18,0.79,150.21890806676362
0.18,0.8,151.4455625511566
0.18,0.81,152.68480454653954
0.18,0.82,153.93613427376852
0.18,0.83,155.19907422552652
0.18,0.84,156.4731680981064
0.18,0.85,157.75797977546455
0.18,0.86,159.05309236319857
0.18,0.87,160.3581072701651
0.18,0.88,161.67264333552436
0.18,0.89,162.9963359990686
0.18,0.9,164.32883651276896
0.18,0.91,165.66981119155005
0.18,0.92,167.01894070138
0.18,0.93,168.37591938283956
0.18,0.94,169.7404546084136
0.18,0.95,171.11226617182032
0.18,0.96,172.49108570777176
0.18,0.97,173.87665614062897
0.18,0.98,175.26873116049046
0.18,0.99,176.66707472531297
0.18,1.0,178.07146058774353
0.19,0.05,193.6418687002093
0.19,0.06,188.94971430274154
0.19,0.07,184.4344495131476
0.19,0.08,180.0962941373272
0.19,0.09,175.93508708226705
0.19,0.1,171.9502864523567
0.19,0.11,168.14097372666748
0.19,0.12,164.50586191130517
0.19,0.13,161.04330746331698
0.19,0.14,157.75132569458194
0.19,0.15,154.62760928927295
0.19,0.16,151.6695495094566
0.19,0.17,148.87425962182152
0.19,0.18,146.23860005486335
0.19,0.19,143.75920478963337
0.19,0.2,141.4325084969477
0.19,0.21,139.25477395772623
0.19,0.22,137.2221193383602
0.19,0.23,135.33054493692637
0.19,0.24,133.57595906592002
0.19,0.25,131.9542027902972
0.19,0.26,130.4610732936353
0.19,0.27,129.0923456981113
0.19,0.28,127.84379321411627
0.19,0.29,126.71120554146079
0.19,0.3,125.69040548544238
0.19,0.31,124.777263787029
0.19,0.32,123.96771219692519
0.19,0.33,123.25775484832981
0.19,0.34,122.64347800306682
0.19,0.35,122.12105826081952
0.19,0.36,121.68676933191684
0.19,0.37,121.33698748102329
0.19,0.38,121.06819575271153
0.19,0.39,120.87698709077648
0.19,0.4,120.76006646178152
0.19,0.41,120.71425209019228
0.19,0.42,120.7364759079355
0.19,0.43,120.8237833157181
0.19,0.44,120.97333234724807
0.19,0.45,121.18239232088999
0.19,0.46,121.44834205647375
0.19,0.47,121.76866772814374
0.19,0.48,122.14096041741495
0.19,0.49,122.56291342410155
0.19,0.5,123.03231938659108
0.19,0.51,123.54706725708466
0.19,0.52,124.10513917197453
0.19,0.53,124.70460725247497
0.19,0.54,125.34363036599426
0.19,0.55,126.0204508745021
0.19,0.56,126.73339139232944
0.19,0.57,127.48085157238744
0.19,0.58,128.26130493671516
0.19,0.59,129.07329576451863
0.19,0.6,129.91543604844074
0.19,0.61,130.78640252766294
0.19,0.62,131.6849338045632
0.19,0.63,132.60982755002976
0.19,0.64,133.55993780111515
0.19,0.65,134.53417235349283
0.19,0.66,135.53149025014912
0.19,0.67,136.55089936684294
0.19,0.68,137.59145409413344
0.19,0.69,138.65225311514104
0.19,0.7,139.7324372776947
0.19,0.71,140.83118755909933
0.19,0.72,141.94772312140785
0.19,0.73,143.08129945482378
0.19,0.74,144.23120660664554
0.19,0.75,145.39676749301415
0.19,0.76,146.57733629061147
0.19,0.77,147.77229690539724
0.19,0.78,148.98106151542018
0.19,0.79,150.20306918474296
0.19,0.8,151.43778454552722
0.19,0.81,152.68469654535568
0.19,0.82,153.9433172569219
0.19,0.83,155.21318074727176
0.19,0.84,156.4938420038563
0.19,0.85,157.78487591473035
0.19,0.86,159.08587630031715
0.19,0.87,160.39645499424213
0.19,0.88,161.7162409708383
0.19,0.89,163.04487951700926
0.19,0.9,164.38203144623458
0.19,0.91,165.7273723525897
0.19,0.92,167.0805919027533
0.19,0.93,168.44139316405378
0.19,0.94,169.80949196670568
0.19,0.95,171.18461629846982
0.19,0.96,172.5665057300517
0.19,0.97,173.9549108696394
0.19,0.98,175.34959284506218
0.19,0.99,176.75032281211688
0.19,1.0,178.15688148769576
0.2,0.05,193.1160744746923
0.2,0.06,188.34190481199835
0.2,0.07,183.7521574930649
0.2,0.08,179.34691258226965
0.2,0.09,175.12583940453786
0.2,0.1,171.08819806598052
0.2,0.11,167.23284551499214
0.2,0.12,163.5582459903701
0.2,0.13,160.06248559214137
0.2,0.14,156.74329061253525
0.2,0.15,153.5980491830027
0.2,0.16,150.62383573120857
0.2,0.17,147.8174377009575
0.2,0.18,145.1753839683306
0.2,0.19,142.69397438779907
0.2,0.2,140.36930992079613
0.2,0.21,138.19732283335367
0.2,0.22,136.1738064957861
0.2,0.23,134.29444437260148
0.2,0.24,132.55483785153024
0.2,0.25,130.95053262369214
0.2,0.26,129.47704338978448
0.2,0.27,128.12987672753368
0.2,0.28,126.90455201181575
0.2,0.29,125.79662032955936
0.2,0.3,124.80168137607448
0.2,0.31,123.9153983574112
0.2,0.32,123.13351095473213
0.2,0.33,122.4518464317132
0.2,0.34,121.8663289850878
0.2,0.35,121.37298745218938
0.2,0.36,120.96796149833207
0.2,0.37,120.6475064117926
0.2,0.38,120.40799663564043
0.2,0.39,120.24592816435961
0.2,0.4,120.15791992968
0.2,0.41,120.14071429481659
0.2,0.42,120.19117676985418
0.2,0.43,120.30629505371247
0.2,0.44,120.48317750030687
0.2,0.45,120.71905109845999
0.2,0.46,121.01125904703522
0.2,0.47,121.35725799882177
0.2,0.48,121.75461503904597
0.2,0.49,122.20100445708495
0.2,0.5,122.69420436311029
0.2,0.51,123.23209319500485
0.2,0.52,123.81264615501343
0.2,0.53,124.433931610207
0.2,0.54,125.09410748594983
0.2,0.55,125.79141767715535
0.2,0.56,126.52418849815982
0.2,0.57,127.290825188529
0.2,0.58,128.08980848898963
0.2,0.59,128.919691298935
0.2,0.6,129.77909542454194
0.2,0.61,130.66670842444978
0.2,0.62,131.58128055812156
0.2,0.63,132.5216218404592
0.2,0.64,133.48659920489794
0.2,0.65,134.4751337760659
0.2,0.66,135.48619825214553
0.2,0.67,136.51881439626413
0.2,0.68,137.57205063557785
0.2,0.69,138.64501976617504
0.2,0.7,139.7368767614819
0.2,0.71,140.84681668151032
0.2,0.72,141.97407268001555
0.2,0.73,143.1179141064377
0.2,0.74,144.2776446993467
0.2,0.75,145.45260086803137
0.2,0.76,146.6421500588043
0.2,0.77,147.84568920259218
0.2,0.78,149.06264324037627
0.2,0.79,150.29246372309782
0.2,0.8,151.53462748268691
0.2,0.81,152.78863537094378
0.2,0.82,154.05401106309176
0.2,0.83,155.33029992290219
0.2,0.84,156.61706792639683
0.2,0.85,157.9139006412375
0.2,0.86,159.22040225901543
0.2,0.87,160.53619467776656
0.2,0.88,161.86091663214793
0.2,0.89,163.1942228688185
0.2,0.9,164.53578336467834
0.2,0.91,165.8852825857294
0.2,0.92,167.2424187844192
0.2,0.93,168.60690333343823
0.2,0.94,169.9784600940385
0.2,0.95,171.35682481703515
0.2,0.96,172.7417445747484
0.2,0.97,174.13297722223064
0.2,0.98,175.53029088620826
0.2,0.99,176.93346348025577
0.2,1.0,178.3422822447871
0.21,0.05,192.62936796375797
0.21,0.06,187.7803478779045
0.21,0.07,183.12303992931098
0.21,0.08,178.6573733260074
0.21,0.09,174.38283691573326
0.21,0.1,170.2984823463413
0.21,0.11,166.40293223173262
0.21,0.12,162.6943931143418
0.21,0.13,159.17067289085222
0.21,0.14,155.82920225970878
0.21,0.15,152.6670596615968
0.21,0.16,149.68099912031286
0.21,0.17,146.86748035270492
0.21,0.18,144.22270050231538
0.21,0.19,141.74262686038574
0.21,0.2,139.42302996716668
0.21,0.21,137.25951653249504
0.21,0.22,135.24756167334857
0.21,0.23,133.38254003350764
0.21,0.24,131.6597554226302
0.21,0.25,130.07446868547643
0.21,0.26,128.6219235837254
0.21,0.27,127.29737054042928
0.21,0.28,126.09608815890422
0.21,0.29,125.01340248258181
0.21,0.3,124.04470400943723
0.21,0.31,123.185462513839
0.21,0.32,122.43123976024957
0.21,0.33,121.77770021754321
0.21,0.34,121.22061990046171
0.21,0.35,120.75589347660608
0.21,0.36,120.3795397841904
0.21,0.37,120.08770590833663
0.21,0.38,119.87666996275871
0.21,0.39,119.74284271997247
0.21,0.4,119.682768227337
0.21,0.41,119.69312353884646
0.21,0.42,119.77071768413606
0.21,0.43,119.91248998706725
0.21,0.44,120.11550783683866
0.21,0.45,120.37696400511318
0.21,0.46,120.69417359335985
0.21,0.47,121.06457068565517
0.21,0.48,121.48570477366664
